bag_id,bag_label,group,feature_type,attention_subset,feature,value,n_instances,mean_attention,median_attention,sd_attention
bag_000,1,B,repertoire,top,repertoire_2,1.220592893475311,2,0.04709043726325035,0.04709043726325035,0.000343091151946869
bag_000,1,B,repertoire,top,repertoire_3,0.1567358242862642,2,0.04709043726325035,0.04709043726325035,0.000343091151946869
bag_000,1,B,repertoire,top,repertoire_4,1.010573030147879,2,0.04709043726325035,0.04709043726325035,0.000343091151946869
bag_000,1,B,repertoire,top,repertoire_5,-0.544778928984313,2,0.04709043726325035,0.04709043726325035,0.000343091151946869
bag_000,1,B,repertoire,top,repertoire_6,2.4545275600615555,2,0.04709043726325035,0.04709043726325035,0.000343091151946869
bag_000,1,B,repertoire,top,repertoire_7,0.8396076727730043,2,0.04709043726325035,0.04709043726325035,0.000343091151946869
bag_000,1,B,repertoire,top,repertoire_8,0.959613698617549,2,0.04709043726325035,0.04709043726325035,0.000343091151946869
bag_000,1,B,repertoire,top,repertoire_9,0.39910175240037216,2,0.04709043726325035,0.04709043726325035,0.000343091151946869
bag_001,0,B,repertoire,rest,repertoire_0,0.08285396799521622,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_1,-0.21002768822738474,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_10,-0.40676033240599524,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_11,-0.10448510075810553,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_2,-0.43004612282694427,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_3,-0.1564137680810732,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_4,-0.2555048840972555,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_5,0.616223784371644,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_6,-0.19321361729754444,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_7,0.04975285829160644,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_8,-0.17800577727801273,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,rest,repertoire_9,-0.2745455347252602,10,0.02424059808254242,0.024042857810854912,0.0028552123866127706
bag_001,0,B,repertoire,top,repertoire_0,0.73794534018531,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_1,0.23765282137935584,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_10,-0.23673627065694505,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_11,0.27430911492208804,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_2,-0.4101585988890138,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_3,0.5777281536901311,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_4,-0.6577106989197058,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_5,1.1002298500317067,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_6,-0.30668503644258366,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_7,0.3907835898610313,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_8,0.8845049391676026,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_001,0,B,repertoire,top,repertoire_9,1.1160965881268938,3,0.033176193634668984,0.0334499292075634,0.003181110800246703
bag_002,1,B,repertoire,rest,repertoire_0,0.40911487608634917,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_1,-0.48566083260490994,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_10,-0.6368657013538623,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_11,0.33921019277308045,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_2,0.5223935763337235,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_3,0.08731163910020388,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_4,-0.2066704616413002,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_5,-0.0422372776066692,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_6,0.0377735498240061,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_7,-0.1379306283665954,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_8,-0.11152182912161517,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,rest,repertoire_9,-0.09751770659624212,10,0.024709282070398332,0.023838339373469353,0.003715072062399547
bag_002,1,B,repertoire,top,repertoire_0,-1.6597664935592873,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_1,-1.1240173337485642,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_10,1.4140522417699115,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_11,0.18293825309162837,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_2,1.0387212032559374,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_3,-0.3213026047289114,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_4,-1.4812850960866757,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_5,-0.22471171065876866,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_6,2.9262447559008464,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_7,2.906530174161725,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_8,1.2289399410555575,1,0.04466525465250015,0.04466525465250015,0.0
bag_002,1,B,repertoire,top,repertoire_9,1.5529645385207342,1,0.04466525465250015,0.04466525465250015,0.0
bag_003,1,B,repertoire,rest,repertoire_0,0.3073251321499762,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_1,0.38330691352573404,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_10,-0.47677500578300974,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_11,-0.003845573260514231,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_2,-0.272658617867734,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_3,-0.018582299959769927,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_4,0.6777327603335218,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_5,-0.08430810644111576,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_6,0.3727465494401394,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_7,0.21536878732954343,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_8,-0.48792299233188113,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,rest,repertoire_9,-0.15701057012408243,6,0.020232379126052063,0.021046322770416737,0.0015142801818530756
bag_003,1,B,repertoire,top,repertoire_0,-0.5902920822130547,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_1,0.864549936131697,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_10,2.566455869602037,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_11,1.5908881174981218,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_2,0.04015446557303928,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_3,0.4738554196034676,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_4,-0.005022549575527363,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_5,0.11152007969557115,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_6,1.54124179367906,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_7,2.07879868179137,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_8,2.3540369492376425,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_003,1,B,repertoire,top,repertoire_9,2.701959398993615,2,0.05019770748913288,0.05019770748913288,0.008664125014206454
bag_004,0,B,repertoire,rest,repertoire_0,0.388906579145973,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_1,0.015467516330713619,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_10,0.02040782423548876,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_11,0.24956084780820809,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_2,-0.17010376335985003,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_3,-0.533195190446801,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_4,0.2685979597871943,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_5,-0.09835334853413695,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_6,0.13402902642130402,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_7,0.16317492921267426,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_8,-0.5160589361759543,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,rest,repertoire_9,0.047651977659358136,12,0.024092373438179493,0.023528868332505226,0.0025157463776430823
bag_004,0,B,repertoire,top,repertoire_0,-0.3097965998104443,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_1,-1.606749165783706,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_10,0.5579532148514301,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_11,1.1119703837033708,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_2,-0.26305709939898375,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_3,0.55853397807713,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_4,-0.5540549192878105,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_5,-0.6780899050869971,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_6,0.25807611099339806,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_7,-1.1421931816428625,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_8,0.9237259005519902,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_004,0,B,repertoire,top,repertoire_9,0.12232876354003819,2,0.031390770338475704,0.031390770338475704,0.001399919427090489
bag_005,0,B,repertoire,rest,repertoire_0,-0.2549186824999212,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_1,0.5660912683900298,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_10,0.74361870786733,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_11,0.04753443379565484,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_2,-0.22152694307432175,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_3,0.6392217044635315,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_4,-0.045552421857707276,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_5,-0.05899670389935902,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_6,0.0773374623560653,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_7,0.4739453929406563,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_8,0.07194583867362847,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_005,0,B,repertoire,rest,repertoire_9,-0.042683902267345385,9,0.02485437256594499,0.026212071999907494,0.002873283048682702
bag_006,1,B,repertoire,rest,repertoire_0,-0.1247212018141359,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_1,0.3096132653337899,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_10,-0.015833685026789945,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_11,-0.02569352306044168,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_2,0.20562891520048646,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_3,-0.6795877640958601,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_4,0.26055247454166963,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_5,0.08233982946526953,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_6,-0.4059156986279074,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_7,0.22418542393987936,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_8,0.5974768868236797,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,rest,repertoire_9,0.06818999292759628,14,0.023871200026146004,0.022953500039875507,0.005198961591367948
bag_006,1,B,repertoire,top,repertoire_0,0.28407554637138976,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_1,0.6955896272118364,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_10,1.60784282551336,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_11,1.132139937382134,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_2,-0.19955469399935374,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_3,0.13588973166346507,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_4,0.024202179889904918,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_5,-0.013665205918634682,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_6,2.7615283195784386,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_7,2.0622925451059526,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_8,1.9994115041835252,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_006,1,B,repertoire,top,repertoire_9,2.587744439621998,2,0.045290641486644745,0.045290641486644745,0.00638217082945915
bag_007,0,B,repertoire,rest,repertoire_0,-0.5051988197234097,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_1,-0.050197123051216846,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_10,-0.2766601086174134,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_11,0.1913207453179468,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_2,0.13322266222351617,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_3,0.2465834732218113,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_4,-0.16340239284447608,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_5,-0.747298744230055,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_6,0.004007603719924299,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_7,-0.0836818654095639,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_8,-0.511229025488581,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,rest,repertoire_9,0.044034787577222345,8,0.02337251673452556,0.023261014372110367,0.002400963729578458
bag_007,0,B,repertoire,top,repertoire_0,-0.5809434430524898,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_1,-0.847496581230541,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_10,-1.5178193611286295,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_11,1.724986683864076,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_2,-0.749486774477623,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_3,0.45823775130956745,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_4,-0.06606131317191295,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_5,0.2941170521427807,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_6,-0.15132872681027998,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_7,-0.6427238354478946,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_8,-0.2650644834873314,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_007,0,B,repertoire,top,repertoire_9,-0.0277265013616107,2,0.030209585092961788,0.030209585092961788,0.00014318206401461877
bag_008,0,B,repertoire,rest,repertoire_0,-0.3910879552986176,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_1,0.22278217610134338,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_10,-0.23803441728087252,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_11,-0.5493766028963802,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_2,0.10258497193334902,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_3,-0.6037809874288458,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_4,0.1472491179518637,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_5,-0.22012374214605482,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_6,0.22042073059122178,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_7,-0.03681096823821098,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_8,0.01917028311613596,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,rest,repertoire_9,0.33743648668784637,9,0.023567536224921543,0.0234230887144804,0.0022178122453543245
bag_008,0,B,repertoire,top,repertoire_0,-0.7398636622095253,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_1,-0.6720846978738867,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_10,-0.2902233723405962,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_11,-0.0276129735870555,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_2,-0.372630524170033,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_3,0.6985503372913809,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_4,0.5850045994314312,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_5,1.4207710940964506,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_6,-0.7445794281835824,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_7,0.20282700447223279,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_8,1.3747274806709506,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_008,0,B,repertoire,top,repertoire_9,0.12863514522915975,2,0.03339217230677605,0.03339217230677605,0.004939921478484549
bag_009,1,B,repertoire,rest,repertoire_0,0.2509692633221122,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_1,-0.19913588104778504,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_10,0.08778038304351309,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_11,-0.3523631368562988,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_2,-0.011189176870559937,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_3,0.19828217621539726,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_4,0.07793209766933892,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_5,0.1637355660468177,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_6,-0.06044005615534342,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_7,-0.06598243211289596,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_8,0.2737689893148026,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_009,1,B,repertoire,rest,repertoire_9,0.05051859471851151,13,0.02332791227560777,0.022462360560894012,0.003487861092201444
bag_010,1,B,repertoire,rest,repertoire_0,0.09026203981606529,8,0.024359344504773617,0.023960670456290245,0.002798151969378039
bag_010,1,B,repertoire,rest,repertoire_1,-0.2562470641091001,8,0.024359344504773617,0.023960670456290245,0.002798151969378039
bag_010,1,B,repertoire,rest,repertoire_10,0.8768830520594026,8,0.024359344504773617,0.023960670456290245,0.002798151969378039
bag_010,1,B,repertoire,rest,repertoire_11,-0.35950994067112574,8,0.024359344504773617,0.023960670456290245,0.002798151969378039
bag_010,1,B,repertoire,rest,repertoire_2,-0.41521492374279334,8,0.024359344504773617,0.023960670456290245,0.002798151969378039
bag_010,1,B,repertoire,rest,repertoire_3,0.25988379816076224,8,0.024359344504773617,0.023960670456290245,0.002798151969378039
bag_010,1,B,repertoire,rest,repertoire_4,-0.09918140740305903,8,0.024359344504773617,0.023960670456290245,0.002798151969378039
bag_010,1,B,repertoire,rest,repertoire_5,0.5453412112970203,8,0.024359344504773617,0.023960670456290245,0.002798151969378039
